date,year_month,fiscal_year,quarter,month_num,month_name_de,month_name_en,country,land_de,product_category,sub_category,order_quantity,unit_cost,unit_price,cost,revenue,profit,gross_margin_pct,revenue_plan,cost_plan,profit_plan,revenue_var_abs,revenue_var_pct
2013-11-18,2013-11,2013,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Tires and Tubes,24,1,4,24,94,70,74.47,98.0,25.0,73.0,-4.0,-0.0408
2013-11-18,2013-11,2013,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Tires and Tubes,13,1,4,13,51,38,74.51,52.0,13.0,39.0,-1.0,-0.0192
2015-11-18,2015-11,2015,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Tires and Tubes,26,1,4,26,102,76,74.51,106.0,27.0,79.0,-4.0,-0.0377
2015-11-18,2015-11,2015,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Tires and Tubes,12,1,4,12,47,35,74.47,51.0,13.0,38.0,-4.0,-0.0784
2013-12-03,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,23,1,4,23,90,67,74.44,91.0,23.0,68.0,-1.0,-0.011
2013-12-03,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,2,1,4,2,8,6,75.0,8.0,2.0,6.0,0.0,0.0
2015-12-03,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,20,1,4,20,78,58,74.36,84.0,21.0,63.0,-6.0,-0.0714
2015-12-03,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,2,1,4,2,8,6,75.0,8.0,2.0,6.0,0.0,0.0
2013-12-14,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,22,1,4,22,86,64,74.42,82.0,21.0,61.0,4.0,0.0488
2013-12-14,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,17,1,4,17,67,50,74.63,74.0,19.0,55.0,-7.0,-0.0946
2015-12-14,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,21,1,4,21,82,61,74.39,73.0,19.0,54.0,9.0,0.1233
2015-12-14,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,14,1,4,14,55,41,74.55,53.0,14.0,39.0,2.0,0.0377
2013-12-25,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,3,1,4,3,12,9,75.0,13.0,3.0,10.0,-1.0,-0.0769
2013-12-25,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,1,1,4,1,4,3,75.0,4.0,1.0,3.0,0.0,0.0
2015-12-25,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,3,1,4,3,12,9,75.0,12.0,3.0,9.0,0.0,0.0
2015-12-25,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,1,1,4,1,4,3,75.0,4.0,1.0,3.0,0.0,0.0
2013-12-31,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,25,1,4,25,98,73,74.49,106.0,27.0,79.0,-8.0,-0.0755
2013-12-31,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,21,1,4,21,82,61,74.39,90.0,23.0,67.0,-8.0,-0.0889
2015-12-31,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,24,1,4,24,94,70,74.47,105.0,26.0,79.0,-11.0,-0.1048
2015-12-31,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,20,1,4,20,78,58,74.36,70.0,18.0,52.0,8.0,0.1143
2014-01-02,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,6,1,4,6,24,18,75.0,22.0,6.0,16.0,2.0,0.0909
2014-01-02,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,28,1,4,28,110,82,74.55,110.0,28.0,82.0,0.0,0.0
2016-01-02,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,6,1,4,6,24,18,75.0,23.0,6.0,17.0,1.0,0.0435
2016-01-02,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,29,1,4,29,114,85,74.56,118.0,30.0,88.0,-4.0,-0.0339
2014-01-08,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,10,1,4,10,39,29,74.36,42.0,11.0,31.0,-3.0,-0.0714
2014-01-08,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,7,1,4,7,27,20,74.07,25.0,6.0,19.0,2.0,0.08
2016-01-08,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,10,1,4,10,39,29,74.36,34.0,9.0,25.0,5.0,0.1471
2016-01-08,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,7,1,4,7,27,20,74.07,30.0,8.0,22.0,-3.0,-0.1
2014-01-19,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,15,1,4,15,59,44,74.58,58.0,15.0,43.0,1.0,0.0172
2014-01-19,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,24,1,4,24,94,70,74.47,84.0,22.0,62.0,10.0,0.119
2014-01-19,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,2,1,4,2,8,6,75.0,8.0,2.0,6.0,0.0,0.0
2016-01-19,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,13,1,4,13,51,38,74.51,54.0,14.0,40.0,-3.0,-0.0556
2016-01-19,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,21,1,4,21,82,61,74.39,88.0,22.0,66.0,-6.0,-0.0682
2016-01-19,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,1,1,4,1,4,3,75.0,4.0,1.0,3.0,0.0,0.0
2014-01-24,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,27,1,4,27,106,79,74.53,111.0,28.0,83.0,-5.0,-0.045
2014-01-24,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,20,1,4,20,78,58,74.36,78.0,20.0,58.0,0.0,0.0
2016-01-24,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,24,1,4,24,94,70,74.47,97.0,25.0,72.0,-3.0,-0.0309
2016-01-24,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,18,1,4,18,71,53,74.65,79.0,20.0,59.0,-8.0,-0.1013
2014-01-29,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,13,1,4,13,51,38,74.51,57.0,14.0,43.0,-6.0,-0.1053
2014-01-29,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,7,1,4,7,27,20,74.07,28.0,7.0,21.0,-1.0,-0.0357
2016-01-29,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,15,1,4,15,59,44,74.58,60.0,15.0,45.0,-1.0,-0.0167
2016-01-29,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,6,1,4,6,24,18,75.0,23.0,6.0,17.0,1.0,0.0435
2014-01-31,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,2,1,4,2,8,6,75.0,8.0,2.0,6.0,0.0,0.0
2016-01-31,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,3,1,4,3,12,9,75.0,13.0,3.0,10.0,-1.0,-0.0769
2014-02-02,2014-02,2014,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,28,1,4,28,110,82,74.55,114.0,29.0,85.0,-4.0,-0.0351
2016-02-02,2016-02,2016,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,26,1,4,26,102,76,74.51,101.0,26.0,75.0,1.0,0.0099
2014-02-05,2014-02,2014,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,2,1,4,2,8,6,75.0,8.0,2.0,6.0,0.0,0.0
2014-02-05,2014-02,2014,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,16,1,4,16,63,47,74.6,57.0,15.0,42.0,6.0,0.1053
2014-02-05,2014-02,2014,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,20,1,4,20,78,58,74.36,86.0,22.0,64.0,-8.0,-0.093
2016-02-05,2016-02,2016,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,4,1,4,4,16,12,75.0,16.0,4.0,12.0,0.0,0.0
2016-02-05,2016-02,2016,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,13,1,4,13,51,38,74.51,49.0,13.0,36.0,2.0,0.0408
2016-02-05,2016-02,2016,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,17,1,4,17,67,50,74.63,59.0,15.0,44.0,8.0,0.1356
2014-02-09,2014-02,2014,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,25,1,4,25,98,73,74.49,102.0,26.0,76.0,-4.0,-0.0392
2016-02-09,2016-02,2016,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,23,1,4,23,90,67,74.44,100.0,25.0,75.0,-10.0,-0.1
2014-03-20,2014-03,2014,Q1,3,März,March,United States,Vereinigte Staaten,Accessories,Tires and Tubes,6,1,4,6,24,18,75.0,24.0,6.0,18.0,0.0,0.0
2016-03-20,2016-03,2016,Q1,3,März,March,United States,Vereinigte Staaten,Accessories,Tires and Tubes,6,1,4,6,24,18,75.0,23.0,6.0,17.0,1.0,0.0435
2014-04-14,2014-04,2014,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Tires and Tubes,21,1,4,21,82,61,74.39,80.0,21.0,59.0,2.0,0.025
2016-04-14,2016-04,2016,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Tires and Tubes,22,1,4,22,86,64,74.42,87.0,22.0,65.0,-1.0,-0.0115
2014-04-15,2014-04,2014,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Tires and Tubes,4,1,4,4,16,12,75.0,17.0,4.0,13.0,-1.0,-0.0588
2016-04-15,2016-04,2016,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Tires and Tubes,1,1,4,1,4,3,75.0,4.0,1.0,3.0,0.0,0.0
2014-05-07,2014-05,2014,Q2,5,Mai,May,United States,Vereinigte Staaten,Accessories,Tires and Tubes,22,1,4,22,86,64,74.42,95.0,24.0,71.0,-9.0,-0.0947
2014-05-07,2014-05,2014,Q2,5,Mai,May,United States,Vereinigte Staaten,Accessories,Tires and Tubes,28,1,4,28,110,82,74.55,108.0,28.0,80.0,2.0,0.0185
2016-05-07,2016-05,2016,Q2,5,Mai,May,United States,Vereinigte Staaten,Accessories,Tires and Tubes,22,1,4,22,86,64,74.42,89.0,23.0,66.0,-3.0,-0.0337
2016-05-07,2016-05,2016,Q2,5,Mai,May,United States,Vereinigte Staaten,Accessories,Tires and Tubes,29,1,4,29,114,85,74.56,125.0,31.0,94.0,-11.0,-0.088
2014-05-17,2014-05,2014,Q2,5,Mai,May,United States,Vereinigte Staaten,Accessories,Tires and Tubes,11,1,4,11,43,32,74.42,44.0,11.0,33.0,-1.0,-0.0227
2016-05-17,2016-05,2016,Q2,5,Mai,May,United States,Vereinigte Staaten,Accessories,Tires and Tubes,9,1,4,9,35,26,74.29,37.0,9.0,28.0,-2.0,-0.0541
2014-06-09,2014-06,2014,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Tires and Tubes,21,1,4,21,82,61,74.39,85.0,22.0,63.0,-3.0,-0.0353
2014-06-09,2014-06,2014,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Tires and Tubes,5,1,4,5,20,15,75.0,19.0,5.0,14.0,1.0,0.0526
2014-06-09,2014-06,2014,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Tires and Tubes,4,1,4,4,16,12,75.0,18.0,4.0,14.0,-2.0,-0.1111
2016-06-09,2016-06,2016,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Tires and Tubes,20,1,4,20,78,58,74.36,77.0,20.0,57.0,1.0,0.013
2016-06-09,2016-06,2016,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Tires and Tubes,4,1,4,4,16,12,75.0,14.0,4.0,10.0,2.0,0.1429
2016-06-09,2016-06,2016,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Tires and Tubes,4,1,4,4,16,12,75.0,18.0,4.0,14.0,-2.0,-0.1111
2014-06-25,2014-06,2014,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Tires and Tubes,13,1,4,13,51,38,74.51,53.0,13.0,40.0,-2.0,-0.0377
2014-06-25,2014-06,2014,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Tires and Tubes,9,1,4,9,35,26,74.29,36.0,9.0,27.0,-1.0,-0.0278
2016-06-25,2016-06,2016,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Tires and Tubes,12,1,4,12,47,35,74.47,52.0,13.0,39.0,-5.0,-0.0962
2016-06-25,2016-06,2016,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Tires and Tubes,7,1,4,7,27,20,74.07,27.0,7.0,20.0,0.0,0.0
2014-06-28,2014-06,2014,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Tires and Tubes,7,1,4,7,27,20,74.07,26.0,7.0,19.0,1.0,0.0385
2016-06-28,2016-06,2016,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Tires and Tubes,8,1,4,8,31,23,74.19,29.0,8.0,21.0,2.0,0.069
2014-06-29,2014-06,2014,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Tires and Tubes,24,1,4,24,94,70,74.47,101.0,25.0,76.0,-7.0,-0.0693
2016-06-29,2016-06,2016,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Tires and Tubes,26,1,4,26,102,76,74.51,98.0,25.0,73.0,4.0,0.0408
2014-07-01,2014-07,2014,Q3,7,Juli,July,United States,Vereinigte Staaten,Accessories,Tires and Tubes,18,1,4,18,71,53,74.65,71.0,18.0,53.0,0.0,0.0
2016-07-01,2016-07,2016,Q3,7,Juli,July,United States,Vereinigte Staaten,Accessories,Tires and Tubes,17,1,4,17,67,50,74.63,67.0,17.0,50.0,0.0,0.0
2014-07-19,2014-07,2014,Q3,7,Juli,July,United States,Vereinigte Staaten,Accessories,Tires and Tubes,24,1,4,24,94,70,74.47,99.0,25.0,74.0,-5.0,-0.0505
2014-07-19,2014-07,2014,Q3,7,Juli,July,United States,Vereinigte Staaten,Accessories,Tires and Tubes,21,1,4,21,82,61,74.39,86.0,22.0,64.0,-4.0,-0.0465
2016-07-19,2016-07,2016,Q3,7,Juli,July,United States,Vereinigte Staaten,Accessories,Tires and Tubes,21,1,4,21,82,61,74.39,80.0,21.0,59.0,2.0,0.025
2016-07-19,2016-07,2016,Q3,7,Juli,July,United States,Vereinigte Staaten,Accessories,Tires and Tubes,19,1,4,19,74,55,74.32,73.0,19.0,54.0,1.0,0.0137
2013-08-29,2013-08,2013,Q3,8,August,August,United States,Vereinigte Staaten,Accessories,Tires and Tubes,1,2,5,2,4,2,50.0,4.0,2.0,2.0,0.0,0.0
2013-08-29,2013-08,2013,Q3,8,August,August,United States,Vereinigte Staaten,Accessories,Tires and Tubes,26,2,5,52,101,49,48.51,97.0,50.0,47.0,4.0,0.0412
2013-08-29,2013-08,2013,Q3,8,August,August,United States,Vereinigte Staaten,Accessories,Tires and Tubes,25,2,5,50,98,48,48.98,103.0,52.0,51.0,-5.0,-0.0485
2015-08-29,2015-08,2015,Q3,8,August,August,United States,Vereinigte Staaten,Accessories,Tires and Tubes,1,2,5,2,4,2,50.0,4.0,2.0,2.0,0.0,0.0
2015-08-29,2015-08,2015,Q3,8,August,August,United States,Vereinigte Staaten,Accessories,Tires and Tubes,23,2,5,46,90,44,48.89,80.0,42.0,38.0,10.0,0.125
2015-08-29,2015-08,2015,Q3,8,August,August,United States,Vereinigte Staaten,Accessories,Tires and Tubes,23,2,5,46,90,44,48.89,90.0,46.0,44.0,0.0,0.0
2014-02-04,2014-02,2014,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,4,2,5,8,16,8,50.0,18.0,9.0,9.0,-2.0,-0.1111
2016-02-04,2016-02,2016,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,5,2,5,10,20,10,50.0,18.0,9.0,9.0,2.0,0.1111
2014-02-16,2014-02,2014,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,8,2,5,16,31,15,48.39,28.0,15.0,13.0,3.0,0.1071
2014-02-16,2014-02,2014,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,26,2,5,52,101,49,48.51,105.0,54.0,51.0,-4.0,-0.0381
2016-02-16,2016-02,2016,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,8,2,5,16,31,15,48.39,34.0,17.0,17.0,-3.0,-0.0882
2016-02-16,2016-02,2016,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,25,2,5,50,98,48,48.98,87.0,45.0,42.0,11.0,0.1264
2013-08-29,2013-08,2013,Q3,8,August,August,United States,Vereinigte Staaten,Accessories,Tires and Tubes,4,11,30,44,103,59,57.28,99.0,43.0,56.0,4.0,0.0404
2015-08-29,2015-08,2015,Q3,8,August,August,United States,Vereinigte Staaten,Accessories,Tires and Tubes,1,11,30,11,26,15,57.69,23.0,10.0,13.0,3.0,0.1304
2013-09-05,2013-09,2013,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Tires and Tubes,5,11,30,55,129,74,57.36,122.0,53.0,69.0,7.0,0.0574
2013-09-05,2013-09,2013,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Tires and Tubes,30,11,30,330,774,444,57.36,784.0,333.0,451.0,-10.0,-0.0128
2015-09-05,2015-09,2015,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Tires and Tubes,3,11,30,33,77,44,57.14,76.0,33.0,43.0,1.0,0.0132
2015-09-05,2015-09,2015,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Tires and Tubes,29,11,30,319,748,429,57.35,723.0,311.0,412.0,25.0,0.0346
2013-10-16,2013-10,2013,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Tires and Tubes,22,11,30,242,568,326,57.39,529.0,229.0,300.0,39.0,0.0737
2013-10-16,2013-10,2013,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Tires and Tubes,14,11,30,154,361,207,57.34,371.0,158.0,213.0,-10.0,-0.027
2015-10-16,2015-10,2015,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Tires and Tubes,24,11,30,264,619,355,57.35,630.0,268.0,362.0,-11.0,-0.0175
2015-10-16,2015-10,2015,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Tires and Tubes,14,11,30,154,361,207,57.34,375.0,159.0,216.0,-14.0,-0.0373
2013-10-17,2013-10,2013,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Tires and Tubes,18,11,30,198,464,266,57.33,497.0,209.0,288.0,-33.0,-0.0664
2015-10-17,2015-10,2015,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Tires and Tubes,17,11,30,187,439,252,57.4,463.0,195.0,268.0,-24.0,-0.0518
2014-01-01,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,19,11,30,209,490,281,57.35,544.0,227.0,317.0,-54.0,-0.0993
2014-01-01,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,12,11,30,132,310,178,57.42,285.0,124.0,161.0,25.0,0.0877
2016-01-01,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,18,11,30,198,464,266,57.33,514.0,215.0,299.0,-50.0,-0.0973
2016-01-01,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,13,11,30,143,335,192,57.31,309.0,134.0,175.0,26.0,0.0841
2014-02-19,2014-02,2014,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,16,11,30,176,413,237,57.38,447.0,188.0,259.0,-34.0,-0.0761
2014-02-19,2014-02,2014,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,23,11,30,253,593,340,57.34,634.0,267.0,367.0,-41.0,-0.0647
2016-02-19,2016-02,2016,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,18,11,30,198,464,266,57.33,482.0,204.0,278.0,-18.0,-0.0373
2016-02-19,2016-02,2016,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Tires and Tubes,24,11,30,264,619,355,57.35,650.0,274.0,376.0,-31.0,-0.0477
2013-10-10,2013-10,2013,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Tires and Tubes,20,1,2,20,31,11,35.48,32.0,21.0,11.0,-1.0,-0.0312
2015-10-10,2015-10,2015,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Tires and Tubes,18,1,2,18,28,10,35.71,28.0,18.0,10.0,0.0,0.0
2013-10-16,2013-10,2013,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Tires and Tubes,24,1,2,24,37,13,35.14,33.0,22.0,11.0,4.0,0.1212
2013-10-16,2013-10,2013,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Tires and Tubes,2,1,2,2,3,1,33.33,3.0,2.0,1.0,0.0,0.0
2015-10-16,2015-10,2015,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Tires and Tubes,24,1,2,24,37,13,35.14,36.0,23.0,13.0,1.0,0.0278
2015-10-16,2015-10,2015,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Tires and Tubes,1,1,2,1,2,1,50.0,2.0,1.0,1.0,0.0,0.0
2013-11-03,2013-11,2013,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Tires and Tubes,11,1,2,11,17,6,35.29,17.0,11.0,6.0,0.0,0.0
2013-11-03,2013-11,2013,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Tires and Tubes,12,1,2,12,19,7,36.84,21.0,13.0,8.0,-2.0,-0.0952
2013-11-03,2013-11,2013,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Tires and Tubes,1,1,2,1,2,1,50.0,2.0,1.0,1.0,0.0,0.0
2015-11-03,2015-11,2015,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Tires and Tubes,8,1,2,8,12,4,33.33,13.0,9.0,4.0,-1.0,-0.0769
2015-11-03,2015-11,2015,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Tires and Tubes,10,1,2,10,16,6,37.5,16.0,10.0,6.0,0.0,0.0
2015-11-03,2015-11,2015,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Tires and Tubes,2,1,2,2,3,1,33.33,3.0,2.0,1.0,0.0,0.0
2013-12-03,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,4,1,2,4,6,2,33.33,6.0,4.0,2.0,0.0,0.0
2013-12-03,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,26,1,2,26,41,15,36.59,38.0,24.0,14.0,3.0,0.0789
2013-12-03,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,9,1,2,9,14,5,35.71,15.0,9.0,6.0,-1.0,-0.0667
2015-12-03,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,3,1,2,3,5,2,40.0,5.0,3.0,2.0,0.0,0.0
2015-12-03,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,26,1,2,26,41,15,36.59,41.0,26.0,15.0,0.0,0.0
2015-12-03,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Tires and Tubes,11,1,2,11,17,6,35.29,19.0,12.0,7.0,-2.0,-0.1053
2014-01-12,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,4,1,2,4,6,2,33.33,6.0,4.0,2.0,0.0,0.0
2014-01-12,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,25,1,2,25,39,14,35.9,38.0,25.0,13.0,1.0,0.0263
2016-01-12,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,5,1,2,5,8,3,37.5,7.0,5.0,2.0,1.0,0.1429
2016-01-12,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,24,1,2,24,37,13,35.14,39.0,25.0,14.0,-2.0,-0.0513
2014-01-21,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,2,1,2,2,3,1,33.33,3.0,2.0,1.0,0.0,0.0
2014-01-21,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,2,1,2,2,3,1,33.33,3.0,2.0,1.0,0.0,0.0
2016-01-21,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,1,1,2,1,2,1,50.0,2.0,1.0,1.0,0.0,0.0
2016-01-21,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Tires and Tubes,1,1,2,1,2,1,50.0,2.0,1.0,1.0,0.0,0.0
2014-04-24,2014-04,2014,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Tires and Tubes,11,1,2,11,17,6,35.29,17.0,11.0,6.0,0.0,0.0
2014-04-24,2014-04,2014,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Tires and Tubes,13,1,2,13,20,7,35.0,18.0,12.0,6.0,2.0,0.1111
2016-04-24,2016-04,2016,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Tires and Tubes,8,1,2,8,12,4,33.33,12.0,8.0,4.0,0.0,0.0
2016-04-24,2016-04,2016,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Tires and Tubes,13,1,2,13,20,7,35.0,20.0,13.0,7.0,0.0,0.0
2014-06-23,2014-06,2014,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Tires and Tubes,2,1,2,2,3,1,33.33,3.0,2.0,1.0,0.0,0.0
2014-06-23,2014-06,2014,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Tires and Tubes,28,1,2,28,44,16,36.36,49.0,31.0,18.0,-5.0,-0.102
